distribution,c_e,l_r,l_e,service_level,seed_id,b,single_cost,TBS_cost,benchmark_TBS_result,benchmark_DI_result,DI_result,random_seed1,random_seed2
norm,2,10,3,0.99,8,13,5553.771806047889,5331.733050085429,5331.733050085429,5523.935418157186,6520.292521753188,7093,4133
norm,2,10,3,0.99,9,13,5838.618436600196,4766.629908239741,4874.140443987558,4922.595490266658,6693.043312926351,1170,6451
geom,1,3,1,0.95,0,5,585.26966888,579.5970451066665,593.848691493333,605.5267702599997,716.0093268399996,3719,6729
geom,1,3,1,0.95,1,5,653.6685087999999,700.9712813026263,712.7354464824242,758.6832286400002,761.9785355599997,5189,3028
geom,1,3,1,0.95,2,5,611.2725707599999,635.4474999185859,645.8501166951514,694.30193215,789.1390293699999,3239,4125
geom,1,3,1,0.95,3,5,614.1534858000001,636.0885599465656,656.5622836381818,653.3015507499999,655.0112261699998,6379,8988
geom,1,3,1,0.95,4,5,618.8841610399999,640.7798252347472,648.5063820434343,659.2343941399995,792.91827698,4184,9753
geom,1,3,1,0.95,5,5,616.91604016,638.1422293147473,664.3201638153532,655.5144605599996,792.4721658799998,9517,2012
geom,1,3,1,0.95,6,5,611.6890216800001,634.2123367325254,658.0531560206059,651.7972158399998,731.6043464800001,4244,12
geom,1,3,1,0.95,7,5,592.2248592,579.5853144,596.6167948,600.851532,714.0931072,7316,3078
geom,1,3,1,0.95,8,5,596.5042239999999,584.8938876266665,592.4510032775755,609.2123090399997,716.6820084799998,9743,5486
geom,1,3,1,0.95,9,5,617.1581037199999,640.3122347826261,648.9346641618181,660.8455681599996,789.5473214199999,4320,7983
geom,1,3,1,0.975,0,5,683.3868219999996,742.5598548484843,744.9100563636359,820.8427049999989,947.2655959999987,2431,85
geom,1,3,1,0.975,1,5,679.4205147799993,740.8196736154539,751.5555712982821,839.3450693199993,853.9142190099993,6010,2372
geom,1,3,1,0.975,2,5,748.8425056599981,825.2302673821193,838.448897239089,922.2158654499979,851.2945860299983,6646,7318
geom,1,3,1,0.975,3,5,706.2232797000001,777.004337120909,793.5760073081817,874.07850622,823.3100175799997,2957,4998
geom,1,3,1,0.975,4,5,636.5827314399995,671.0169734335349,685.4964792460602,710.1284188399991,831.6063239199993,6736,909
geom,1,3,1,0.975,5,5,709.164303679999,781.7669208080795,807.6486578036348,879.5619380799986,806.914070879999,5052,1122
geom,1,3,1,0.975,7,5,686.6018196599994,743.4731193863631,770.4221471527266,842.3184714199994,827.7187748099999,9407,463
geom,1,3,1,0.975,6,5,709.7406639800002,778.5340463445455,789.504994301515,873.33457956,892.2049956400001,1156,7349
geom,1,3,1,0.975,8,5,631.7331911199997,668.4874280381813,698.1118768460599,749.245496919999,895.9883473999992,261,1558
geom,1,3,1,0.975,9,5,883.6265157199995,985.5060772911103,1006.2862990799991,1080.5473688599993,1111.4024212999984,681,4047
geom,1,3,1,0.99,0,5,608.1247203200003,633.8812933616169,656.6690378276774,694.8723577800012,922.6055478800002,3380,1814
geom,1,3,1,0.99,1,5,653.7074699200015,704.0132391781838,711.4677354900019,803.415459320002,871.6112085900014,8361,8283
geom,1,3,1,0.99,2,5,710.7375446400009,778.7305270109101,794.2527436218191,875.7376577600008,1025.9068604000006,4832,98
geom,1,3,1,0.99,3,5,713.1442521800003,781.2006115940409,788.1164407108085,878.2500556500005,785.0711967900004,6222,4193
geom,1,3,1,0.99,4,5,923.7187068000009,1030.828275076668,1042.241858296668,1125.7461704000013,1036.6240091800016,3754,9440
geom,1,3,1,0.99,5,5,657.7521221600005,705.5061769381822,724.7711154355561,761.9361351200006,941.0939592800003,5730,4724
geom,1,3,1,0.99,6,5,934.7434007000045,1038.662810000005,1059.4035620151562,1133.5314548200047,1225.0991374900038,4028,1159
geom,1,3,1,0.99,7,5,850.6625178,944.492100701111,958.2980071051518,1040.24723594,1068.865202720001,3888,9068
geom,1,3,1,0.99,8,5,775.9262462000007,861.5643272000008,879.9688423545465,957.9614307000008,890.382943700001,8080,1603
geom,1,3,1,0.99,9,5,1087.3091487999995,1201.9571486333334,1216.1923853181818,1296.7115268,1233.82920585,2438,4135
geom,1,5,2,0.95,0,7,799.2585521599998,736.6097921163636,744.9891861872726,746.6486505999998,855.7667411199999,6801,9889
geom,1,5,2,0.95,1,7,799.7445251199999,737.8886584254543,750.9063689478785,748.3695652799996,854.8943310399999,5272,3079
geom,1,5,2,0.95,2,7,799.7344934399999,780.0316497555556,802.8141916000001,825.3820800399999,872.65063088,1914,191
geom,1,5,2,0.95,3,7,795.9747116799998,730.1604799081819,733.1764983390908,732.3791689600001,776.1877013199997,8396,4348
geom,1,5,2,0.95,4,7,797.96646992,781.6999940533333,799.595647728182,803.0235356200001,874.0045334400002,4524,3003
geom,1,5,2,0.95,5,7,798.7542093599998,782.72749413,807.3699407955556,789.0361997799998,923.0005931999998,7112,8736
geom,1,5,2,0.95,6,7,797.8533162399998,734.6582609099997,753.0655554638383,743.8964011799997,810.9515880799999,144,6261
geom,1,5,2,0.95,7,7,794.60618784,728.1382189999999,735.86798988,736.1498251,852.2802089599998,8018,574
geom,1,5,2,0.95,8,7,817.5924907199999,787.7590037399998,797.52767975,807.8391990599997,925.98411096,5933,21
geom,1,5,2,0.95,9,7,796.31656856,690.5665361145453,697.0064031181818,696.8509833499998,838.9415695999998,1037,8146
geom,1,5,2,0.975,0,7,1002.1619817599999,1079.417167252222,1092.723012840303,1172.1253884799999,1283.4369541599995,8478,8922
geom,1,5,2,0.975,1,7,788.3952620000001,778.0834259924244,793.6818113358587,793.6939775000001,1013.0722919999994,3625,5871
geom,1,5,2,0.975,2,7,831.78347704,844.6567220347475,855.5632431621212,885.94435878,1153.9276062399995,6304,9771
geom,1,5,2,0.975,3,7,792.7079199999997,757.8811484511106,778.9645844963633,770.6847419599993,972.6499499999999,7817,3107
geom,1,5,2,0.975,4,7,882.9302219999992,922.2905237045442,941.1734690782814,964.2591842499983,987.6293449999993,2500,3231
geom,1,5,2,0.975,5,7,824.4259583999998,818.6992645575751,846.0242686262618,832.5278621999994,1149.1498895999994,9606,3963
geom,1,5,2,0.975,6,7,833.2141110400001,847.4025853636365,859.8537659042424,919.60343347,1033.7465406399986,3014,714
geom,1,5,2,0.975,7,7,893.2094999999998,928.6855082781818,959.5839418115153,968.78868334,1038.70259016,1006,696
geom,1,5,2,0.975,8,7,809.03780736,785.5383524040406,792.843316428283,803.8636464000001,922.4030118400002,5113,1907
geom,1,5,2,0.975,9,7,879.3412371199998,916.9565817793939,933.3979489915152,979.88701048,1202.8107740799999,2108,4470
geom,1,5,2,0.99,0,7,834.6373772,847.7215655409091,871.6341965136364,868.9845909399997,1422.4558525600014,5557,8085
geom,1,5,2,0.99,1,7,836.4064558400001,848.27160469,862.4125348636363,864.2341688399999,1188.8178599600008,6245,628
geom,1,5,2,0.99,2,7,834.9351121599998,847.8395122296969,864.4782588327272,889.1758750199999,1123.6656068800007,5381,7920
geom,1,5,2,0.99,3,7,947.9148976000018,1006.333450782831,1022.0328932080837,1099.3498129025031,1233.0092236800022,7399,9594
geom,1,5,2,0.99,4,7,1004.4805388000013,1080.5690753566682,1091.551709673335,1144.943108477502,1379.238649480002,2671,2393
geom,1,5,2,0.99,5,7,884.7043020799999,922.1469013470712,982.602566970303,962.0403912200003,935.3804872000007,3134,2791
geom,1,5,2,0.99,6,7,932.3647628800012,997.0862616533349,1013.9399112727294,1090.6746428800016,1512.846965760002,4731,3945
geom,1,5,2,0.99,7,7,1005.1614696000001,1080.9556779555555,1097.4617386666666,1147.7050128499995,1319.7631468000022,7329,9537
geom,1,5,2,0.99,8,7,808.0402685600002,787.917201676364,797.000175415152,806.6203016800008,981.6743078800005,2548,1261
geom,1,5,2,0.99,9,7,1008.0389158400014,1086.8174899144462,1097.976638083335,1179.1924692500015,1530.8600714800004,2819,8637
geom,1,10,3,0.95,0,12,1236.7835157200004,963.3310276663634,964.3640083718182,974.475707323846,1150.8245774999994,5612,3146
geom,1,10,3,0.95,1,12,1482.7030338700004,872.5521416672726,876.0893135136364,883.5347637099999,1093.5851087699998,7206,1225
geom,1,10,3,0.95,2,12,1380.0465873500002,885.8811334555555,896.5344809166666,892.7180595846154,1105.6499058499996,1138,2837
geom,1,10,3,0.95,3,12,1204.84043916,1004.4120961074748,1006.3285812034342,1015.90801076,1135.4870437400002,640,3323
geom,1,10,3,0.95,5,12,1257.77064572,955.4452312266666,965.9354709458586,964.9304124199999,1141.8422607500002,1097,6159
geom,1,10,3,0.95,4,12,1318.5534775500005,875.6925458499999,875.6925458499999,885.98592635,1104.6183217500002,462,9069
geom,1,10,3,0.95,6,12,1449.1307647499996,867.7506176919192,868.2950829267677,874.8769482692306,1089.1632867499998,581,109
geom,1,10,3,0.95,7,12,1246.9587969799998,903.6932816554543,915.4874930471716,917.0659213699998,1122.3615959199997,3874,2926
geom,1,10,3,0.95,8,12,1340.2076697400003,877.8867563,878.9142036654544,886.9260656299998,1096.9897817199999,113,6414
geom,1,10,3,0.95,9,12,1381.7712306699996,885.7203905733332,897.1708168712122,895.8532079600001,1103.89958305,6611,282
geom,1,10,3,0.975,0,12,1281.78494124,910.5775153414143,988.4149688762626,918.309124976923,1064.8472602599998,5902,91
geom,1,10,3,0.975,1,12,1206.8523466000004,949.5886993466664,955.1764079866667,959.6249203723078,1141.427011559999,9637,5678
geom,1,10,3,0.975,2,12,1228.0875108799996,954.6173692321212,954.5035912138385,961.7795369799999,1326.6240919599993,6635,9164
geom,1,10,3,0.975,3,12,1237.1958283599997,1148.2694792399989,1167.6350131680797,1167.9254546499985,1449.9514987999992,8227,4207
geom,1,10,3,0.975,4,12,1217.8153131000004,945.7362576474738,976.0705641257565,956.4048668499989,1346.4953154999987,4280,6901
geom,1,10,3,0.975,5,12,1195.10557856,974.5200475351512,981.7027605072725,986.2657313169227,1368.2255830599977,5821,7872
geom,1,10,3,0.975,7,12,1246.9472888000005,931.930485444444,943.9160705797976,946.3059369076918,1381.199413999999,2678,7640
geom,1,10,3,0.975,6,12,1208.8388168199997,1047.0393387716144,1075.5590696458569,1060.1324851699983,1282.4174401499993,4047,3717
geom,1,10,3,0.975,8,12,1238.22335353,948.5275691493939,963.5544844912121,959.354481566923,1209.7125150299996,2142,7053
geom,1,10,3,0.975,9,12,1219.7177143599997,980.715770704444,992.1503100154539,990.8735977699995,1207.948412589999,4501,4455
geom,1,10,3,0.99,1,12,1217.3308688599998,947.0290430309094,946.9570472490913,973.9182335000003,1191.605150760001,9508,4508
geom,1,10,3,0.99,0,12,1243.338483840001,1232.6022275733342,1289.7839974109095,1256.5391310830778,1427.7612133600019,3475,3074
geom,1,10,3,0.99,2,12,1238.2962381600003,1148.923013824243,1163.0726012252535,1173.6495595707702,1429.4757104600017,2894,2943
geom,1,10,3,0.99,3,12,1255.6070082400001,1223.763613866667,1240.8678836544445,1260.5496237,1460.8856039600005,7490,3520
geom,1,10,3,0.99,4,12,1218.4329428000003,1147.5886692363647,1167.9689352909104,1161.1720152461553,1377.2600393000014,8779,3590
geom,1,10,3,0.99,5,12,1204.2288840299998,1008.281722818889,1020.7604284721215,1019.2336438261541,1215.5495460300003,8777,2788
geom,1,10,3,0.99,6,12,1261.5667661200007,1220.2676274836376,1239.1901908436366,1243.1857182600008,1738.2501546600015,7565,4973
geom,1,10,3,0.99,7,12,1199.7304217600004,1076.9691370937373,1085.6321077266666,1087.32104712,1519.309292660001,1856,9206
geom,1,10,3,0.99,8,12,1262.34081424,1223.4039452169695,1241.2932434860604,1268.60615344,1746.4754926399999,4067,9662
geom,1,10,3,0.99,9,12,1251.8290067900011,1222.6772330383858,1229.8039209618205,1249.131039250002,1411.6133383700014,4999,2563
geom,2,3,1,0.95,0,6,621.6927093499999,667.250984340909,673.6916926636363,664.0826251999998,738.9614974999997,9170,3484
geom,2,3,1,0.95,1,6,629.59927397,668.968062602727,675.9283409255554,670.8094720714286,738.1867108399998,6502,3626
geom,2,3,1,0.95,2,6,636.1153905199999,721.0154451866666,728.3391867733333,741.5287379100001,809.4353962000001,1772,9076
geom,2,3,1,0.95,3,6,672.5670986000001,788.4396276000001,807.519797037879,939.9408547642859,781.9304540500001,9753,8548
geom,2,3,1,0.95,4,6,623.4071309,669.3933681863634,674.5204519772725,666.1459583499998,738.2996347999999,3017,2907
geom,2,3,1,0.95,5,6,625.2588233600001,665.2627299418182,669.6900172533334,694.20583632,690.51329752,4532,7439
geom,2,3,1,0.95,6,6,637.3014844,669.6757994109089,676.7483288436363,698.3430551200001,670.1727933599998,6384,6350
geom,2,3,1,0.95,7,6,628.86426638,670.5793495775755,688.7894645006058,668.5796347399996,739.4701167799999,5086,4849
geom,2,3,1,0.95,8,6,638.7360913799998,676.0423081975756,679.4583026993939,674.3672069799998,701.7378889399997,5944,4742
geom,2,3,1,0.95,9,6,670.7052355999998,793.4430118533329,802.8503967903026,867.6404021199993,807.0476914399997,256,6337
geom,2,3,1,0.975,0,6,696.0500488799994,826.6753780399994,837.7058250109084,935.3266315314276,880.7306357799991,6517,3982
geom,2,3,1,0.975,1,6,654.2622363999998,756.2520896454539,771.1566971590905,809.7157654428571,855.3772819499983,4815,896
geom,2,3,1,0.975,2,6,756.1240460599996,907.9679358133327,921.2460829074739,1099.3529272699986,1082.9363879699995,2964,1629
geom,2,3,1,0.975,3,6,661.7685375399998,760.8087359886863,768.0451511931309,815.0685714971426,855.4516419799994,9341,9800
geom,2,3,1,0.975,4,6,656.9131737699996,757.5981849192923,763.8116656680801,802.740410969999,758.6908183799995,82,4402
geom,2,3,1,0.975,5,6,785.5762537999989,946.2509720299987,966.7766187072713,1178.1935418799987,1037.4278042199983,2579,4586
geom,2,3,1,0.975,6,6,643.7267837799999,725.3060836775757,748.7857507772726,746.1567267785714,868.46097435,4950,2418
geom,2,3,1,0.975,7,6,636.6352159999999,720.7408414545455,722.3188326262626,741.8465504999999,728.1943702499999,4454,9381
geom,2,3,1,0.975,8,6,673.20621865,790.951687,799.0298776227273,856.9475132,803.23969275,5493,998
geom,2,3,1,0.975,9,6,720.45994273,862.1513360700001,873.6218166755556,1010.8215152600001,856.7956080499999,5153,1240
geom,2,3,1,0.99,0,6,846.6500335,1026.0225002333332,1027.030632900505,1256.68613355,1020.1878453500001,6847,7408
geom,2,3,1,0.99,1,6,783.2793792799997,943.6958254266665,947.72654133899,1175.93234764,965.1612133600001,5377,4773
geom,2,3,1,0.99,2,6,725.7449364100003,866.3104028100004,889.7348080800004,1100.2869934400003,977.6857034800013,4793,5068
geom,2,3,1,0.99,3,6,856.2533633599999,1029.5168429866667,1044.1801539200003,1254.9325199199998,1148.2222765600006,7696,9643
geom,2,3,1,0.99,4,6,725.3834269800006,866.3840995200004,870.0766703018185,1015.7902355200008,1182.4847698800006,2720,8282
geom,2,3,1,0.99,5,6,675.0055468000004,790.7733651200004,804.8121350400005,948.4506225600003,1254.5010164800015,5986,4326
geom,2,3,1,0.99,6,6,669.0084045000003,787.6490808300003,793.9229551509096,940.8136444800008,888.3321030900004,5111,8663
geom,2,3,1,0.99,7,6,678.0303025000002,793.3941759166671,801.5600719974751,947.5009157500009,1022.406752500002,2176,7392
geom,2,3,1,0.99,8,6,855.1848592000007,1027.9185059333338,1031.0106349266669,1255.3946422200004,1052.846039580001,6727,5292
geom,2,3,1,0.99,9,6,670.5758561600004,790.7333431170711,806.8798395800004,877.2018614414301,839.2423344500004,3949,4114
geom,2,5,2,0.95,0,8,819.46233304,809.0606500642423,812.3365099072727,809.50850926,879.2032312399998,5087,2477
geom,2,5,2,0.95,1,8,830.7247473599999,866.7639842609091,873.1534121869697,867.9578784299999,952.8473279199999,3569,8805
geom,2,5,2,0.95,2,8,826.33732621,813.040892300303,816.1591293388888,858.1302656699999,879.3877577899998,7514,9625
geom,2,5,2,0.95,3,8,848.5970740500001,876.5640836313132,884.9650408595958,886.0547687,893.8714965999999,4800,4076
geom,2,5,2,0.95,4,8,834.58794441,869.0435695404042,876.9150314861614,882.98173108,956.5054360399998,9278,392
geom,2,5,2,0.95,5,8,832.3281436999997,867.810304112121,890.4094015484845,883.3436710999997,1056.6307434999999,2215,4021
geom,2,5,2,0.95,6,8,863.1397623999998,935.4799629139395,965.0470966581817,966.7903451599998,959.5576309599998,7320,1848
geom,2,5,2,0.95,7,8,861.8771631799999,934.9885595367676,943.5582029044444,967.2714746,957.0594017600002,7297,7871
geom,2,5,2,0.95,8,8,841.7982888,873.9719771295959,881.0546928991915,885.7634619999998,920.3826003499997,8758,7034
geom,2,5,2,0.95,9,8,835.24393276,870.2274995028281,878.1977082036364,883.4132589199997,889.8583196799997,6797,5758
geom,2,5,2,0.975,0,8,828.5774882099998,841.3878463054539,851.9285473751507,849.0787193599995,879.8237900899993,1742,7706
geom,2,5,2,0.975,1,8,851.5547387799995,903.8814180571712,912.9394693890902,932.5483912799994,1064.8119193399998,6925,9576
geom,2,5,2,0.975,2,8,862.7725378000001,934.8801359333332,957.5685261111108,963.8683857999999,1078.7295369999997,9307,4300
geom,2,5,2,0.975,3,8,821.7712860999997,811.89595206,815.5386619344443,811.7162909900001,901.6510494699996,7223,5693
geom,2,5,2,0.975,4,8,857.5805604,933.6558410242424,960.736698742424,964.9815605000001,1237.0393443999994,4659,4021
geom,2,5,2,0.975,5,8,888.15389052,1002.3809906800001,1035.4623559357578,1065.4847522799998,1107.1275642799992,8222,5786
geom,2,5,2,0.975,6,8,845.33797058,821.3932060878786,832.4193834499998,838.95547659,822.8300215399998,7637,973
geom,2,5,2,0.975,7,8,856.4090119699998,776.6277345685859,777.325340060707,769.73546129,858.0460636099998,7910,1569
geom,2,5,2,0.975,8,8,949.691903119999,1084.1006152199986,1098.7819693254535,1201.7458386999974,1130.451777379999,6797,5758
geom,2,5,2,0.975,9,8,855.6370899999996,934.4096829644433,947.1768635875745,1004.6305412899978,1053.868310909999,2620,7775
geom,2,5,2,0.99,0,8,949.5019714000011,1087.6192458200017,1128.3014754696983,1146.0695288600023,1251.2124049400013,366,4605
geom,2,5,2,0.99,1,8,1006.4764706500005,1158.9620526000008,1182.1723304166671,1383.784021100001,1226.8757716500008,9037,4481
geom,2,5,2,0.99,2,8,848.2214987600006,932.6026542811127,941.8591537744458,963.1582358200018,985.149595720001,7223,5693
geom,2,5,2,0.99,3,8,1009.9698529600005,1161.209338186667,1169.4962444363641,1384.4726415200003,1167.7523950400002,7645,1421
geom,2,5,2,0.99,4,8,1227.9941667000023,1418.388581333335,1432.6162715585874,1640.3577332000016,1535.1037290000008,441,7339
geom,2,5,2,0.99,5,8,1016.6702968000014,1172.9972024000017,1201.2065144000023,1343.4930760000025,1288.2356264000018,9066,7787
geom,2,5,2,0.99,6,8,857.01932197,777.2380445685858,777.9356500607071,769.3005512899998,965.77731448,7910,1569
geom,2,5,2,0.99,7,8,854.6441749300011,934.0111942033351,942.6484918965674,1060.052334040003,987.133540860002,9017,2048
geom,2,5,2,0.99,8,8,860.6263966000006,936.9301700440417,962.7500745760622,969.4118330200017,1033.2587998800016,773,8573
geom,2,5,2,0.99,9,8,899.0258868000008,1007.2876434400005,1031.6584081333342,1130.2914864800014,1224.2108940800006,1966,4851
geom,2,10,3,0.95,0,13,1327.0653113000003,988.4818049575756,1002.8612726393935,1002.3246335428569,1233.8312859999999,9037,4481
geom,2,10,3,0.95,1,13,1744.2193284,955.094174959596,968.013257760606,1000.7570470000001,974.8255955999999,1558,8853
geom,2,10,3,0.95,2,13,1459.2185497599999,961.5241113179799,972.5230416937372,974.2659242171428,1169.7590249599998,5533,7860
geom,2,10,3,0.95,3,13,1768.2903768400001,963.6289639777777,963.6289639777777,977.2634125399999,1035.7389149599999,9458,9849
geom,2,10,3,0.95,4,13,1277.9148368,975.3641998545453,983.2721158545453,989.3749118999998,1142.5789607999995,9066,7787
geom,2,10,3,0.95,5,13,1228.75940588,1090.7559144545453,1103.0946984827267,1114.9016393399995,1241.0521577399998,4051,5909
geom,2,10,3,0.95,6,13,1336.4783761,987.1992980651514,992.5974605484847,1016.3330338099998,1191.9737289599996,5613,158
geom,2,10,3,0.95,7,13,1514.21753632,926.5045496856567,928.3700796008083,933.9740788800001,1021.9259043200002,3818,5291
geom,2,10,3,0.95,8,13,1331.7600120000006,986.4258294109089,997.2493035200001,998.3130989228571,1240.1149966399998,1966,4851
geom,2,10,3,0.95,9,13,1501.6934427200006,935.4526783036362,939.2589720317172,958.9913180800002,1112.00190116,3358,4458
geom,2,10,3,0.975,0,13,1230.3469417,1229.912181683332,1231.604176382827,1256.9555512642842,1478.6176894499986,4193,4962
geom,2,10,3,0.975,1,13,1268.9031830399995,1309.5931834133319,1410.4416705666647,1347.8381585399984,1536.5931392399984,4508,508
geom,2,10,3,0.975,2,13,1443.9928270799994,961.3595270016161,968.5189030040403,980.1987267285715,1109.204231999999,9458,9849
geom,2,10,3,0.975,3,13,1279.2385674400002,1007.8137685907067,1019.8615427466664,1024.1940763999996,1354.9617024,8258,8330
geom,2,10,3,0.975,4,13,1224.1218477799998,1087.246143032121,1101.3406080998989,1103.748683144286,1191.2831466799994,1917,2990
geom,2,10,3,0.975,5,13,1253.9385562400003,1033.5146507321213,1033.5146507321213,1047.5636755028572,1308.0715323999998,1521,2606
geom,2,10,3,0.975,6,13,1324.4142232800004,955.6123938327269,969.1791237341411,969.4382226799996,1105.5830092799997,3818,5291
geom,2,10,3,0.975,7,13,1231.88512922,1189.6635665933327,1215.5801553177769,1237.0051421714281,1599.8248926499998,7592,4755
geom,2,10,3,0.975,8,13,1309.0639746000006,1005.6311795050503,1028.828529876262,1017.1060138999997,1154.11786795,6223,6665
geom,2,10,3,0.975,9,13,1282.7481238400005,1003.1552286735349,1012.476012365252,1017.2365086071424,1360.7960001599988,9484,9175
geom,2,10,3,0.99,0,13,1372.7014208000005,1476.8578254288896,1582.0290618333338,1544.8665772285722,1942.7441612800014,4508,508
geom,2,10,3,0.99,1,13,1363.835613000001,1476.5138013989908,1502.9120176161632,1536.0915270000016,1623.9723055000015,2295,9686
geom,2,10,3,0.99,2,13,1323.389803820001,1393.0537763600018,1424.9516394500017,1416.8928007442876,1675.3911298200007,1660,7631
geom,2,10,3,0.99,3,13,1226.301765599999,1095.6590571757592,1122.761841463638,1109.2355117000016,1291.1098895000016,3725,9534
geom,2,10,3,0.99,4,13,1258.0383043200006,1306.2784690133346,1308.7656322400017,1339.493375885716,1445.1790884400018,1521,2606
geom,2,10,3,0.99,5,13,1232.8216484399995,1094.3778085090923,1110.634396433638,1111.4084550900016,1582.1960988600003,7143,9427
geom,2,10,3,0.99,6,13,1262.66789468,1094.5559550518187,1111.9131218606067,1109.8643591300001,1582.7804054000014,2604,8706
geom,2,10,3,0.99,7,13,1230.29083572,1091.1449044763647,1123.6275752945462,1104.6964533600008,1582.6414253400008,589,1095
geom,2,10,3,0.99,8,13,1262.9930260799993,1028.97449253091,1040.6403400872737,1043.3198666914295,1560.2056504000004,9484,9175
geom,2,10,3,0.99,9,13,1243.4192507999996,1091.708860456566,1107.6129113111115,1112.565820728572,1785.2611454000003,9300,3501
binom,1,3,1,0.95,0,5,1361.7100549599993,1556.6408035881816,1568.938561827474,1595.5952295700001,1676.0495301200003,6342,7889
