distribution,c_e,l_r,l_e,service_level,seed_id,b,single_cost,TBS_cost,benchmark_TBS_result,benchmark_DI_result,DI_result,random_seed1,random_seed2
binom,1,3,1,0.95,1,5,1342.8417517799999,1433.8649290060605,1442.072826678989,1449.1917021699992,1532.14088732,1373,5517
binom,1,3,1,0.95,2,5,1331.1943637799998,1426.0103946469696,1436.6053089246461,1427.26417087,1562.8517663800003,3725,9534
binom,1,3,1,0.95,3,5,1345.9935003199996,1495.7574428745452,1508.6967998245461,1503.3462022,1610.3775279000004,3171,8953
binom,1,3,1,0.95,4,5,1347.4779884799998,1493.994829412424,1505.6934648362635,1518.1437915600006,1693.9038479700005,8043,5793
binom,1,3,1,0.95,5,5,1454.83122152,1718.7411342351509,1736.6044345694957,1732.3800853000002,1892.6542937999996,2947,5085
binom,1,3,1,0.95,6,5,1340.34590016,1486.6968581345452,1497.0783361212118,1525.4910544599993,1684.4455111600003,2749,5334
binom,1,3,1,0.95,7,5,1415.4403836599995,1635.946351144545,1653.5137607757565,1643.2870274599998,1768.0571557800001,2837,6361
binom,1,3,1,0.95,8,5,1353.8131328,1496.1439858036367,1509.5450367563642,1501.94335776,1872.92130112,3014,9058
binom,1,3,1,0.95,9,5,1354.00210668,1489.3074008409083,1501.7179863052522,1488.3315464299994,1741.3365707100002,632,4195
binom,1,3,1,0.975,0,5,1374.0303049599997,1562.9983130181818,1577.4857663175753,1591.7459049999998,1888.3382854399988,6719,7331
binom,1,3,1,0.975,1,5,1428.4066744,1675.2097197963633,1691.5864602181819,1690.508695119999,1786.59817784,5812,3839
binom,1,3,1,0.975,2,5,1400.9619462399996,1629.388244453333,1642.286882373333,1652.5923709599995,1902.7919695999994,4377,8893
binom,1,3,1,0.975,3,5,1338.72097308,1427.0992988363637,1435.665785164546,1428.6627538700006,1658.0130950599987,8132,1759
binom,1,3,1,0.975,4,5,1425.7119550400005,1674.0447821236355,1687.4869020688889,1733.8873920999997,1733.7098743199992,9653,94
binom,1,3,1,0.975,5,5,1469.7648015999985,1755.3755185878765,1770.0540949858555,1844.5089422999981,1886.2341740999975,1491,8653
binom,1,3,1,0.975,6,5,1498.950107999999,1793.7055113948481,1811.8649448436356,1850.6010981400004,2091.001873309997,4293,1860
binom,1,3,1,0.975,7,5,1527.3454938,1831.5314152090903,1847.889268357576,1905.0732271999989,1991.1517089999988,497,7296
binom,1,3,1,0.975,8,5,1479.6744052999986,1762.7427315809057,1777.6115049960576,1828.4320086299947,1789.0555331699964,3909,5573
binom,1,3,1,0.975,9,5,1419.4074964399995,1667.6524450527268,1667.6524450527268,1696.8036285199998,1776.4187980299987,8654,9970
binom,1,3,1,0.99,0,5,1551.0462358,1871.2222832872737,1887.4171358287883,1999.8654229900008,2050.0344052200003,2775,9845
binom,1,3,1,0.99,1,5,1362.5921746400004,1499.9231791951515,1513.9794588181824,1507.88048312,2080.292617040001,368,8552
binom,1,3,1,0.99,2,5,1629.6222448800013,1969.4907257393952,1988.1096917547504,2066.1027219200023,2258.5364106,6974,4588
binom,1,3,1,0.99,3,5,1622.5677409999992,1959.4221204090907,1975.406508441919,2147.3796279,2062.8003585,7758,2408
binom,1,3,1,0.99,4,5,1457.3131423000011,1719.9566287954556,1736.8915837030322,1751.7254991500022,1852.662890850002,5166,2930
binom,1,3,1,0.99,5,5,1679.2949018400006,2043.359479484243,2043.359479484243,2280.784294839999,2279.4834658400005,4793,8100
binom,1,3,1,0.99,6,5,1385.74889192,1568.1864709963638,1583.9482383793954,1628.7988577800004,1781.19457668,6099,3250
binom,1,3,1,0.99,7,5,1767.9243424400004,2142.298080641819,2158.5749169696965,2373.4157082200018,2247.48995364,6007,1998
binom,1,3,1,0.99,8,5,1501.8631667000013,1794.8273637681841,1794.8273637681841,1850.811160200002,1972.8881713000033,150,5312
binom,1,3,1,0.99,9,5,1546.683528740001,1869.742190751818,1884.946017393637,1966.1332028099994,2007.9370950000007,7629,6589
binom,1,5,2,0.95,0,7,1785.7939239999996,1734.2631852948496,1743.7093855968672,1749.88385348,2026.80723308,5406,2876
binom,1,5,2,0.95,1,7,1848.7301648,1644.2221688727275,1670.2230864484834,1662.5118818000003,1770.3466088000002,4804,8279
binom,1,5,2,0.95,2,7,1789.7551089600004,1726.1324612618173,1733.1667242004032,1748.9932714599997,1933.2922062400005,5080,8193
binom,1,5,2,0.95,3,7,1767.7689908,1728.255564283032,1737.3660933246479,1751.6210542800002,1864.7609547200004,7028,8291
binom,1,5,2,0.95,4,7,1801.2898165600002,1670.6872546536379,1673.646784939696,1686.7939594800005,1985.2791425200014,4173,9342
binom,1,5,2,0.95,5,7,1804.3620100800008,1684.541773233333,1688.2014813222222,1704.1504196799983,2220.6771543199998,1880,3975
binom,1,5,2,0.95,6,7,1773.1728502400001,1777.64235149091,1786.4611576815137,1797.9959564,1998.9620942800013,7196,6459
binom,1,5,2,0.95,7,7,1779.449058,1738.203249800909,1749.1655873716152,1754.7415504800006,2081.5489791200002,2134,2327
binom,1,5,2,0.95,8,7,1792.0903259200002,1846.1824645678785,1859.1151334817164,1879.3456942400005,2036.3375108000007,7254,8506
binom,1,5,2,0.95,9,7,1791.1756478400002,1848.9303899299996,1859.9603214345461,1873.4663720800006,2082.5314581200005,6990,1002
binom,1,5,2,0.975,0,7,1795.3533876,1790.46838465909,1837.1593632742417,1833.1019664999976,2144.794807599996,9589,8472
binom,1,5,2,0.975,1,7,1811.3345278400004,1913.7789006530288,1926.5345039009073,1956.52776016,2194.2592666800006,860,7802
binom,1,5,2,0.975,2,7,1842.590402479999,1997.5163248654553,2013.6848440236379,2039.6915659124998,2423.652798559999,8470,2243
binom,1,5,2,0.975,3,7,1806.101568799999,1884.5047189272702,1896.5819963833303,1911.5674739999986,2218.7545061999986,5241,5034
binom,1,5,2,0.975,4,7,1769.8089323999995,1841.1566542318185,1851.374741794445,1874.150303112499,2358.6458223999994,8640,2101
binom,1,5,2,0.975,5,7,1813.4820523199999,1818.747590095452,1830.3842939651515,1849.8731906749983,2352.7393771599986,7659,9267
binom,1,5,2,0.975,6,7,1868.545030880001,2067.604895164849,2082.164618843231,2133.1995168000003,2370.91814616,7630,3297
binom,1,5,2,0.975,7,7,1909.7051759999995,2142.7137849393926,2158.5733555808056,2204.1299865,2430.7614539999972,7839,9395
binom,1,5,2,0.975,8,7,1822.9527745599999,1924.6228827999976,1941.2066550444422,1964.111608159999,2209.9720403199985,332,7936
binom,1,5,2,0.975,9,7,1851.4010719199982,2025.561603259997,2038.6939661054514,2083.879760729998,2366.064863439998,3599,4290
binom,1,5,2,0.99,0,7,2439.656814080001,2837.4037333709107,2854.7068402911145,3100.986315720001,3152.842332560001,6736,5490
binom,1,5,2,0.99,1,7,1821.371469439999,1919.8871283648466,1919.8871283648466,1947.2328334049992,2302.077156559998,1137,9031
binom,1,5,2,0.99,2,7,1926.7439167999994,2153.450968751516,2168.2874516611114,2236.720690599999,2683.0474014000006,8786,1487
binom,1,5,2,0.99,3,7,2021.7733887999966,2317.523011289997,2337.0400675433325,2398.119190559999,2364.5498782800014,245,7513
binom,1,5,2,0.99,4,7,1872.8658839999991,2063.91884755,2080.3113399550507,2107.5780005999995,2184.2157300000003,877,4867
binom,1,5,2,0.99,5,7,1959.954052800003,2233.0043773030307,2251.1734121515155,2318.050599175003,2590.8489800000007,2289,7117
binom,1,5,2,0.99,6,7,1920.8514814400005,2153.283279636667,2168.702157318888,2208.533476860002,2457.5663476,110,7157
binom,1,5,2,0.99,7,7,1930.140909440001,2160.114283093336,2176.994406835556,2230.2123113600005,2753.2841846400033,2580,1692
binom,1,5,2,0.99,8,7,1916.3864181600022,2148.323323328184,2164.885970617983,2341.2552200800014,2298.6577805200004,7186,122
binom,1,5,2,0.99,9,7,1860.0671699200002,2058.6179765633324,2072.229170053332,2139.38486232,2357.222667120004,8186,9849
binom,1,10,3,0.95,0,12,3211.2348561999975,2016.3100635383848,2014.6400125787882,2076.7096880000004,2681.6913230000005,7802,3752
binom,1,10,3,0.95,1,12,2835.7318504499954,2175.390939027272,2184.693074681819,2257.9282583076915,2769.0979289999973,4989,579
binom,1,10,3,0.95,2,12,2725.98948087,2359.7364564133345,2374.8308089677757,2450.09274771,2943.905062279997,7272,1567
binom,1,10,3,0.95,3,12,3191.8696074399977,2041.3415016509086,2045.0963398981821,2109.8556933200007,2676.99656648,5069,4211
binom,1,10,3,0.95,4,12,3177.393657440002,2036.4537602206065,2036.4537602206065,2107.9412951107697,2590.8767033599997,9718,5353
binom,1,10,3,0.95,5,12,3119.7046764899997,2045.3150384045443,2042.0868374009085,2102.58888742,2549.0971963499983,2851,324
binom,1,10,3,0.95,6,12,2893.532517019995,2098.5189221845458,2104.2940600833354,2181.0351704000013,2591.27063814,6430,4612
binom,1,10,3,0.95,7,12,3174.0728864800008,2038.9241551733335,2038.9241551733335,2102.345783156923,2664.0430231199994,2609,530
binom,1,10,3,0.95,8,12,3075.1834979099986,2032.6223711136367,2061.972228133637,2113.9418319269234,2548.001208310002,381,7026
binom,1,10,3,0.95,9,12,2789.388439199998,2213.216973483636,2224.390065265456,2300.626794803077,2750.379036920002,2220,3717
binom,1,10,3,0.975,0,12,2756.5390329,2456.3993461772716,2475.2252051999963,2553.8076638999983,3253.4775180499946,6851,8541
binom,1,10,3,0.975,1,12,3382.8252195200103,2012.390394603232,2030.4564398844452,2071.1538126399996,2568.6402589999993,1831,4715
binom,1,10,3,0.975,2,12,2798.864046739999,2269.999886096362,2285.441429966666,2353.70331571846,2806.539748899999,7215,4026
binom,1,10,3,0.975,3,12,2780.411500280001,2259.49938896,2274.264568819997,2339.6992811338455,3089.725191859997,2353,6744
binom,1,10,3,0.975,4,12,3043.942612450004,2071.368983590908,2071.368983590908,2151.069195807692,2659.8977362499995,882,7876
binom,1,10,3,0.975,6,12,2789.7675346799965,2290.403832570303,2305.6576545313123,2378.2510454269227,2895.213275299997,6059,7684
binom,1,10,3,0.975,5,12,2758.173051019999,2557.9386722009053,2576.273174665655,2657.029451056921,3103.9276962699987,5329,3243
binom,1,10,3,0.975,7,12,2736.3402125000002,2391.963893295454,2448.4922655075734,2493.6668298461523,3499.1845177499954,5999,6897
binom,1,10,3,0.975,8,12,3040.785415000008,2098.663894999998,2142.251599999996,2181.3888565384586,2714.1148549999975,5179,4925
binom,1,10,3,0.975,9,12,2880.9700748000014,2196.3662640106036,2207.415116009596,2275.7506109923065,3104.442591099998,3172,7620
binom,1,10,3,0.99,0,12,2746.67343742,2297.211009786667,2312.2019024224273,2381.7267307438474,3483.7389073900026,2251,4868
binom,1,10,3,0.99,1,12,3015.954411209998,2063.5051292909125,2063.5051292909125,2226.7969734900025,2937.624731070001,543,4782
binom,1,10,3,0.99,2,12,2758.4115900999996,2363.5918757227296,2378.1981193454562,2481.368682700003,3105.359145050007,5523,1100
binom,1,10,3,0.99,3,12,2805.1246684700027,2224.122114747881,2236.715115514041,2306.3978480792316,2979.2649984200034,3776,6972
binom,1,10,3,0.99,4,12,2774.120212909998,2369.5101163599993,2386.41097046091,2450.5378812299996,2878.294645060002,223,6326
binom,1,10,3,0.99,5,12,2804.759821999996,2229.1490548000047,2243.282717733338,2311.5332500307727,3040.9569612000014,2713,9720
binom,1,10,3,0.99,6,12,2781.5512221,2761.0470854818172,2780.498131668181,2861.2380950999996,3983.7789883999994,7313,7158
binom,1,10,3,0.99,7,12,2988.116128840003,3192.728524469094,3214.413809871516,3343.6534206307697,3587.9582717000003,1230,3584
binom,1,10,3,0.99,8,12,2710.9204692999992,2512.9640632772744,2514.982386848485,2614.0270794,3419.834815399998,3420,9027
binom,1,10,3,0.99,9,12,2828.4752183800024,2312.107836012728,2328.039668295152,2394.7266951200013,3379.40441434,2958,1883
binom,2,3,1,0.95,0,6,1409.6893412,1731.220984872727,1731.220984872727,1674.2039091000004,1713.5827605999998,2579,5062
binom,2,3,1,0.95,1,6,1411.5139065600001,1737.1664019979803,1730.0222155945455,1693.093314125715,1744.12446162,7015,9418
binom,2,3,1,0.95,2,6,1426.1632654699997,1682.3454383466662,1680.0982363066669,1751.4588995400002,1592.38699796,5573,7770
binom,2,3,1,0.95,3,6,1415.0835581000001,1737.3755570727276,1732.7347204545451,1725.4495941857151,1742.7714995,1188,2809
binom,2,3,1,0.95,4,6,1441.6548431999995,1875.9341145669691,1873.9575539843443,1828.2381394900005,1899.7769617100003,7067,5126
binom,2,3,1,0.95,5,6,1420.2565473599998,1740.166481618181,1736.125386610909,1726.3982685200003,1688.4782711199996,3963,3436
binom,2,3,1,0.95,6,6,1414.9525443199998,1735.5900672145453,1730.81682074909,1719.0543385600004,1683.52188544,3059,6890
binom,2,3,1,0.95,7,6,1408.24545762,1673.8691047610098,1673.8691047610098,1635.4823707999994,1713.5577995999995,2365,1688
binom,2,3,1,0.95,8,6,1390.0215466399998,1671.121008117171,1662.0766028266667,1615.8266834628582,1589.5350510399999,9086,2460
binom,2,3,1,0.95,9,6,1445.8905806300002,1874.8493805957576,1875.9231627548486,1890.8985694799999,1817.7783953300004,7123,6993
binom,2,3,1,0.975,0,6,1452.7640181000004,1881.862919420505,1949.2359752609102,1864.9002635700006,1814.8171467299996,3293,4982
binom,2,3,1,0.975,1,6,1433.5092221199995,1842.9942627912105,1841.9400772930296,1849.4793225214266,1912.0742758899978,6951,4960
binom,2,3,1,0.975,2,6,1449.3044892500004,1874.9249465444443,1872.5279057959594,1929.4779097,1884.6355234999996,3067,4053
binom,2,3,1,0.975,3,6,1401.5635723999997,1736.4076870303024,1732.0847399999989,1723.0266909285701,1806.8415679999982,5715,9972
binom,2,3,1,0.975,4,6,1544.4665137999991,2075.335050532626,2076.6353877353536,2109.716993309998,2048.543882889998,6732,612
binom,2,3,1,0.975,5,6,1484.7261996,1959.3055864173728,1963.7022687321198,1960.0849689285699,2095.1544294199985,9140,3505
binom,2,3,1,0.975,6,6,1429.2492270800003,1647.1501620713116,1647.1501620713116,1628.3555722114281,1638.4191742599994,8233,6325
binom,2,3,1,0.975,7,6,1440.7026175100002,1843.5809089209065,1844.2421624745439,1885.6901230899982,1874.1734866799986,1874,3806
binom,2,3,1,0.975,8,6,1415.2143322999996,1731.9581752967667,1731.9581752967667,1719.2803234199998,1787.34514452,1733,6736
binom,2,3,1,0.975,9,6,1417.6274365999996,1801.87420386909,1799.822562321817,1830.733743217141,1946.948015859999,1629,9683
binom,2,3,1,0.99,0,6,1571.245157300001,2115.927280452527,2113.902703390909,2265.5005857571464,2205.6887192000013,2682,6379
binom,2,3,1,0.99,1,6,1578.9760720799998,2119.658262930909,2122.635980137375,2324.64362008,2263.3140288000004,3918,8992
binom,2,3,1,0.99,2,6,1527.449642,2039.0396991975763,2043.2535546690922,2141.5335916342865,2295.8428604000023,8170,517
binom,2,3,1,0.99,3,6,1704.0835937499996,2293.1690150252534,2317.054118219697,2552.3203526642856,2221.26123375,1693,72
binom,2,3,1,0.99,4,6,1516.6209201000008,2030.3892130181816,2031.004072487879,2181.7953529499996,1961.9793938500006,7070,1341
binom,2,3,1,0.99,5,6,1577.5465862400015,2118.7648548054563,2124.0231155307088,2397.0364002171477,2322.737109740001,3350,1796
binom,2,3,1,0.99,6,6,1485.9565311000013,1959.188872397881,1962.4565423929314,2063.7918380000056,2154.711940210002,9445,808
binom,2,3,1,0.99,7,6,1520.360995550002,2035.211018172225,2037.2303658555577,2064.7798622214304,2174.8227382000014,5907,3917
binom,2,3,1,0.99,8,6,1439.0449895200004,1812.7767519066679,1817.098009370909,1767.3750580600008,1925.4241304799998,8267,4824
binom,2,3,1,0.99,9,6,1489.444745000002,1965.0411609949513,1967.381597712123,2018.965641000002,2095.9924035000013,3293,1027
binom,2,5,2,0.95,1,8,1902.8347677699994,1904.7348668584857,1904.7348668584857,1878.4844078100007,2043.4397905399999,7323,6911
binom,2,5,2,0.95,0,8,1905.846871199999,1917.7774510060597,1917.7774510060597,1890.2815797999995,1972.2045562,4945,8840
binom,2,5,2,0.95,2,8,1848.1035479600002,2084.6048515626253,2080.336891255051,2105.4072352900002,2100.744627230001,9476,9324
binom,2,5,2,0.95,3,8,1862.2913139,2093.4323488818204,2092.218691454548,2093.6159461000007,2136.3460908000006,7299,1632
binom,2,5,2,0.95,4,8,1849.83773055,2022.9911517800024,2022.9911517800024,2025.5130902900007,2077.3520521,9121,7906
binom,2,5,2,0.95,5,8,1935.6426108799988,1872.3417369757565,1872.3417369757565,1847.5251326199998,1978.0096727899993,7263,5251
binom,2,5,2,0.95,6,8,1942.74520405,1876.6172144989916,1876.6172144989916,1834.7010693000007,1978.9619507500004,3928,9374
binom,2,5,2,0.95,7,8,1846.145073480001,2019.9138613773725,2016.201669406867,2018.0469391999995,2143.4788593999997,9717,7757
binom,2,5,2,0.95,8,8,1875.5362538699999,1974.8477513026264,1974.8477513026264,1969.96044885,2218.3052513900006,4342,3243
binom,2,5,2,0.95,9,8,1874.6631750399997,1962.3617353034367,2007.6786667951521,1948.9092915200008,2021.5602480799998,6457,8855
binom,2,5,2,0.975,0,8,1955.8722338000014,2387.997795280002,2394.711477896968,2427.0588929200007,2504.246564639998,7823,9355
binom,2,5,2,0.975,1,8,1933.0345354800002,2350.0803735822205,2357.875654959999,2509.7131284799975,2447.1870957199985,5717,86
binom,2,5,2,0.975,2,8,1933.9815966200008,2381.9071808147496,2384.782586644544,2465.3698541699996,2479.9420649999997,2251,4868
binom,2,5,2,0.975,3,8,1876.9742106799995,1963.7450702533347,1963.7450702533347,1948.8465029200001,2094.8898983599997,6535,6947
binom,2,5,2,0.975,4,8,1840.2015809999998,2024.408483862224,2024.408483862224,2025.2115088399999,2135.952419759999,5075,3018
binom,2,5,2,0.975,5,8,1847.94157292,2075.2325550049486,2072.4335300674734,2094.8758875,2330.8884026299984,9814,9183
binom,2,5,2,0.975,6,8,1874.704987629999,2197.151670372727,2251.4264672954528,2203.5796395799985,2222.7499377799986,223,6326
binom,2,5,2,0.975,7,8,1871.0820659999997,2130.954392284847,2136.6760009272693,2136.5830597999984,2320.460092799998,6403,2715
binom,2,5,2,0.975,8,8,1935.9512059799993,2346.3031741089876,2350.2387600267675,2355.6560207499983,2441.1373686599986,1431,951
binom,2,5,2,0.975,9,8,1829.0682410399997,2047.3565945733305,2047.3565945733305,2159.0572292899983,2062.363160979998,7149,7141
binom,2,5,2,0.99,0,8,1903.201709600001,2302.293463954548,2301.7022025727306,2376.6693946,2392.1630394000013,3420,9027
binom,2,5,2,0.99,1,8,2036.3384796100036,2551.150792230911,2616.2011422727337,2717.5645770900055,2559.348296710003,3620,9933
binom,2,5,2,0.99,2,8,1860.3002547999993,2027.1704825292907,2027.1704825292907,2022.0419301999993,2301.2269871999997,3141,7227
binom,2,5,2,0.99,3,8,2042.5488048000013,2565.1081308646526,2571.3207408727294,2720.3680092000063,2662.234487200002,2289,8007
binom,2,5,2,0.99,4,8,1909.3354344900013,2235.245038866666,2240.9609926711137,2379.0407247000003,2668.5306538900027,5573,7770
binom,2,5,2,0.99,5,8,2230.5355995900018,2811.6374046209135,2814.3005447539426,3073.724288940003,2913.2916634600015,4401,1012
binom,2,5,2,0.99,6,8,2104.8416654200037,2645.2133781751545,2650.1422144381827,2892.9314072000047,2747.0171085600014,8172,6580
binom,2,5,2,0.99,7,8,2163.0271951999975,2725.7551021010077,2729.207012010098,2972.0733173999993,2832.3115008000013,5536,3796
binom,2,5,2,0.99,8,8,1867.8583269600003,2022.7874489527255,2022.7874489527255,2028.499927919999,2296.994269120001,3059,6890
binom,2,5,2,0.99,9,8,2116.633093599999,2637.8186297042425,2644.9217116694963,2839.46756864,3035.9224940000013,7234,9276
binom,2,10,3,0.95,0,13,2950.7033764400016,2459.250867590507,2516.5069263078817,2533.573208487144,2818.1204106800014,7156,338
binom,2,10,3,0.95,1,13,3347.487001500003,2209.3875571691906,2209.3875571691906,2264.8014528999997,2495.7128540999975,7838,2426
binom,2,10,3,0.95,2,13,3447.99787761999,2237.6930773740405,2237.6930773740405,2301.29773048,2562.851082600002,3293,4982
binom,2,10,3,0.95,3,13,3157.681284959999,2291.1779773799985,2339.168039400002,2366.8503919971427,2581.6583109600015,5747,1248
binom,2,10,3,0.95,4,13,2830.2680102399977,2517.853543689697,2515.8042098101005,2623.5673895199993,2909.2792374400005,5836,3166
binom,2,10,3,0.95,5,13,3180.6939996799947,2303.3871159636365,2303.3871159636365,2374.9670675428574,2697.4727069600012,2491,881
binom,2,10,3,0.95,6,13,3322.878312859997,2239.0739037571725,2239.0739037571725,2303.18908711,2811.4415062299995,6732,612
binom,2,10,3,0.95,7,13,3143.0695447000053,2278.7997477999997,2278.7997477999997,2360.0428441200006,2626.3372768300014,532,2709
binom,2,10,3,0.95,8,13,3416.4954418399957,2227.313304436362,2227.313304436362,2281.0262034514285,2663.471484679998,5348,8581
binom,2,10,3,0.95,9,13,3437.2994794599927,2229.874156252525,2262.037283448183,2296.840396012857,2752.2427175800003,5920,142
binom,2,10,3,0.975,0,13,3013.704196119998,2391.6084563775744,2423.418461548484,2549.116645753572,2841.455518159999,1733,6736
binom,2,10,3,0.975,1,13,2860.6967876000012,2563.7882628888888,2632.836664133332,2681.3250228499983,3068.280777999999,1613,9578
binom,2,10,3,0.975,2,13,2889.2437794400016,2496.6762868755527,2499.4431571244427,2572.6105487942846,3159.549424319996,8338,8454
binom,2,10,3,0.975,3,13,2836.7117739600008,2526.5912464318167,2526.5912464318167,2630.86733916,3381.657161270001,4108,5889
binom,2,10,3,0.975,4,13,3212.6000343999895,2290.325004601212,2290.325004601212,2354.226675337143,2668.8798231199985,8170,517
binom,2,10,3,0.975,5,13,2828.9897473800042,2551.9938897563634,2557.140140759998,2640.69678147857,3183.172196659998,952,2630
binom,2,10,3,0.975,6,13,2889.1888648000017,2520.4339355668685,2521.596245001212,2610.6380253028574,2790.452147839999,1249,2352
binom,2,10,3,0.975,7,13,2986.5663062999993,2395.3026583763635,2395.3026583763635,2475.691112635715,2952.931769920001,8390,2484
binom,2,10,3,0.975,8,13,2793.4229730800007,2593.4693292542397,2599.4712689487847,2681.031370139999,3323.982102569999,9445,808
binom,2,10,3,0.975,9,13,2898.2550606199975,2422.521228299899,2420.522117160402,2499.1343203399983,2936.747645039998,9042,659
binom,2,10,3,0.99,0,13,2945.3756423200016,2380.763623175757,2432.939463706666,2460.8086945999994,3591.2188884400075,5856,7315
binom,2,10,3,0.99,1,13,3118.6373574599916,2296.2597528107117,2296.2597528107117,2371.850313200005,3073.2794909100057,1018,1337
binom,2,10,3,0.99,2,13,2985.8604283999944,2398.229287012119,2456.847767054548,2470.2958645714284,3109.3183166000013,4945,8840
binom,2,10,3,0.99,3,13,2924.2908827800015,2472.117465794649,2472.117465794649,2549.868978740003,3634.134815950001,3706,2992
binom,2,10,3,0.99,4,13,2861.3241885199996,2677.178031182226,2688.412493462225,2771.9545014100026,3204.516024630001,9997,1995
binom,2,10,3,0.99,5,13,2803.852999499999,2590.3170538555546,2594.3462588479824,2700.6280540285716,3155.634243100004,2235,318
binom,2,10,3,0.99,6,13,2774.1129137200005,2660.891017182625,2740.2191644630266,2766.0238512499996,3732.9835005299997,7263,5251
binom,2,10,3,0.99,7,13,3066.746000679992,2342.121123456667,2342.121123456667,2423.708244544287,3523.326186489999,602,8346
binom,2,10,3,0.99,8,13,2754.8121526200007,2746.7685627756555,2755.329495774647,2846.2263495957154,3406.2697128700042,1021,7780
binom,2,10,3,0.99,9,13,2935.143563959998,2405.796935788082,2405.796935788082,2487.2721485100005,3622.740241060008,667,1200
